GISLINK,FOLIO,PID,LEGAL_TYPE,UNIT,HOUSE,STREET,combined,taxyear,assess_abbreviation,assess_type,land_gross,land_net,impr_gross,impr_net,Exemption,ObjectId
024-702-943,1075045,024-702-943,STRATA,203,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,577000,577000,55100,55100,0,34020
024-702-901,1075044,024-702-901,STRATA,205,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,481000,481000,49700,49700,0,34021
024-702-854,1075043,024-702-854,STRATA,109,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,433000,433000,48400,48400,0,34022
024-703-150,1075059,024-703-150,STRATA,215,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,309000,309000,32200,32200,0,34023
024-703-109,1075054,024-703-109,STRATA,220,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,428000,428000,58400,58400,0,34024
024-703-052,1075051,024-703-052,STRATA,214,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,529000,529000,70000,70000,0,34025
024-702-978,1075048,024-702-978,STRATA,208,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,491000,491000,54600,54600,0,34026
024-703-214,1075065,024-703-214,STRATA,303,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,586000,586000,55100,55100,0,34027
024-703-273,1075071,024-703-273,STRATA,314,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,539000,539000,70000,70000,0,34028
024-703-362,1075075,024-703-362,STRATA,323,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,315000,315000,39700,39700,0,34029
024-703-885,1075083,024-703-885,STRATA,307,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,457000,457000,53900,53900,0,34030
024-703-958,1075090,024-703-958,STRATA,412,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,424000,424000,48200,48200,0,34031
024-704-172,1075095,024-704-172,STRATA,423,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,308000,308000,38100,38100,0,34032
024-704-164,1075094,024-704-164,STRATA,420,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,472000,472000,58500,58500,0,34033
024-704-148,1075092,024-704-148,STRATA,416,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,420000,420000,48200,48200,0,34034
024-704-199,1075097,024-704-199,STRATA,419,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,325000,325000,32200,32200,0,34035
024-704-211,1075099,024-704-211,STRATA,415,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,320000,320000,32200,32200,0,34036
024-704-253,1075103,024-704-253,STRATA,407,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,464000,464000,53900,53900,0,34037
024-704-300,1075108,024-704-300,STRATA,508,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,604000,604000,54900,54900,0,34038
024-704-351,1075113,024-704-351,STRATA,518,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,584000,584000,60500,60500,0,34039
024-704-318,1075109,024-704-318,STRATA,510,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,470000,470000,43800,43800,0,34040
024-704-431,1075121,024-704-431,STRATA,509,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,513000,513000,48500,48500,0,34041
1090010,1090010,002-099-748,LAND,,,BELLEVILLE ST, BELLEVILLE ST,2023,Residential,SCHOOL,731000,0,0,0,731000,34042
000-370-991,1090025,000-370-991,STRATA,106,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,468000,468000,92200,92200,0,34043
000-370-967,1090022,000-370-967,STRATA,112,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,534000,534000,108000,108000,0,34044
000-371-050,1090031,000-371-050,STRATA,107,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,562000,562000,109000,109000,0,34045
000-371-068,1090032,000-371-068,STRATA,111,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,622000,622000,111000,111000,0,34046
000-371-190,1090047,000-371-190,STRATA,211,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,643000,643000,111000,111000,0,34047
000-371-149,1090041,000-371-149,STRATA,204,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,560000,560000,107000,107000,0,34048
000-003-727,1090040,000-003-727,STRATA,206,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,592000,592000,109000,109000,0,34049
000-371-211,1090049,000-371-211,STRATA,215,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,684000,684000,112000,112000,0,34050
000-371-238,1090051,000-371-238,STRATA,312,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,598000,598000,109000,109000,0,34051
000-371-254,1090053,000-371-254,STRATA,309,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,434000,434000,74300,74300,0,34052
000-371-301,1090058,000-371-301,STRATA,301,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,817000,817000,112000,112000,0,34053
000-371-297,1090057,000-371-297,STRATA,302,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,582000,582000,109000,109000,0,34054
000-371-432,1090066,000-371-432,STRATA,412,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,610000,610000,109000,109000,0,34055
000-371-564,1090080,000-371-564,STRATA,510,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,622000,622000,109000,109000,0,34056
000-371-521,1090075,000-371-521,STRATA,407,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,711000,711000,111000,111000,0,34057
024-704-202,1075098,024-704-202,STRATA,417,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,415000,415000,47200,47200,0,34058
024-704-237,1075101,024-704-237,STRATA,411,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,325000,325000,32700,32700,0,34059
024-704-229,1075100,024-704-229,STRATA,413,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,422000,422000,48200,48200,0,34060
024-704-261,1075104,024-704-261,STRATA,505,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,600000,600000,49900,49900,0,34061
024-704-245,1075102,024-704-245,STRATA,409,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,422000,422000,48200,48200,0,34062
024-704-326,1075110,024-704-326,STRATA,512,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,716000,716000,73800,73800,0,34063
025-072-765,1075127,025-072-765,STRATA,103,407,SWIFT ST,407 SWIFT ST,2023,Residential,SCHOOL,946000,946000,121000,121000,0,34064
024-702-706,1075031,024-702-706,STRATA,112,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,437000,437000,48400,48400,0,34065
024-704-423,1075120,024-704-423,STRATA,511,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,381000,381000,32800,32800,0,34066
024-790-486,1060035,024-790-486,STRATA,208,588,PANDORA AVE,588 PANDORA AVE,2023,Residential,SCHOOL,571000,571000,106000,106000,0,34067
018-872-000,1053108,018-872-000,STRATA,310,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,459000,459000,89300,89300,0,34068
000-370-975,1090023,000-370-975,STRATA,109,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,452000,452000,75700,75700,0,34069
1043009,1043009,006-360-327,LAND,,644,YATES ST,644 YATES ST,2023,Business,SCHOOL,570000,570000,293000,283000,10000,34070
024-702-838,1075041,024-702-838,STRATA,113,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,435000,435000,48400,48400,0,34071
1047013,1047013,001-005-847,LAND,,636,FISGARD ST,636 FISGARD ST,2023,Business,SCHOOL,1728000,0,589000,0,2317000,34072
000-370-983,1090024,000-370-983,STRATA,108,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,637000,637000,110000,110000,0,34073
008-320-314,1061021,008-320-314,STRATA,2,1441,STORE ST,1441 STORE ST,2023,Residential,SCHOOL,489000,489000,87000,87000,0,34074
024-702-960,1075047,024-702-960,STRATA,206,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,610000,610000,59300,59300,0,34075
018-872-042,1053112,018-872-042,STRATA,305,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,342000,342000,71700,71700,0,34076
000-370-924,1090018,000-370-924,STRATA,,243,BELLEVILLE ST,243 BELLEVILLE ST,2023,Residential,SCHOOL,1041000,1041000,162000,162000,0,34077
1047016,1047016,000-907-651,LAND,,618,FISGARD ST,618 FISGARD ST,2023,Business,SCHOOL,1728000,1728000,2000,0,2000,34078
000-370-941,1090020,000-370-941,STRATA,,247,BELLEVILLE ST,247 BELLEVILLE ST,2023,Residential,SCHOOL,1038000,1038000,162000,162000,0,34079
1044009,1044009,009-376-054,LAND,,1415,BROAD ST,1415 BROAD ST,2023,Business,SCHOOL,1944000,1944000,971000,961000,10000,34080
1062003,1062003,003-055-540,LAND,,541,JOHNSON ST,541 JOHNSON ST,2023,Residential,SCHOOL,374000,374000,1455000,1455000,0,34081
024-703-133,1075057,024-703-133,STRATA,219,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,314000,314000,32200,32200,0,34082
018-872-051,1053113,018-872-051,STRATA,304,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,413000,413000,89300,89300,0,34083
000-370-908,1090016,000-370-908,STRATA,,239,BELLEVILLE ST,239 BELLEVILLE ST,2023,Residential,SCHOOL,1040000,1040000,162000,162000,0,34084
1047022,1047022,006-387-365,LAND,,1715,GOVERNMENT ST,1715 GOVERNMENT ST,2023,Business,SCHOOL,773000,773000,409000,399000,10000,34085
000-371-181,1090046,000-371-181,STRATA,207,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,573000,573000,109000,109000,0,34086
1044003,1044003,004-931-840,LAND,,1416,DOUGLAS ST,1416 DOUGLAS ST,2023,Business,SCHOOL,2813000,2813000,96700,86700,10000,34087
1062021,1062021,009-365-915,LAND,,538,YATES ST,538 YATES ST,2023,Residential,SCHOOL,917000,0,1134000,0,2051000,34088
024-703-168,1075060,024-703-168,STRATA,213,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,408000,408000,48200,48200,0,34089
018-872-182,1053125,018-872-182,STRATA,402,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,440000,440000,89200,89200,0,34090
000-371-033,1090029,000-371-033,STRATA,103,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,702000,702000,111000,111000,0,34091
1047018,1047018,006-389-252,LAND,,612,FISGARD ST,612 FISGARD ST,2023,Business,SCHOOL,911000,911000,335000,325000,10000,34092
000-371-157,1090042,000-371-157,STRATA,202,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,571000,571000,109000,109000,0,34093
010-487-972,1045012,010-487-972,STRATA,1,1407,GOVERNMENT ST,1407 GOVERNMENT ST,2023,Business,SCHOOL,656000,656000,186000,176000,10000,34094
000-740-161,1070013,000-740-161,STRATA,404,525,BROUGHTON ST,525 BROUGHTON ST,2023,Residential,SCHOOL,800000,800000,202000,202000,0,34095
024-703-095,1075053,024-703-095,STRATA,218,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,408000,408000,48200,48200,0,34096
018-872-107,1053117,018-872-107,STRATA,409,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,416000,416000,71700,71700,0,34097
000-371-041,1090030,000-371-041,STRATA,105,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,685000,685000,111000,111000,0,34098
1048008,1048008,005-705-291,LAND,,658,HERALD ST,658 HERALD ST,2023,Business,SCHOOL,1569000,0,486000,0,2055000,34099
000-371-220,1090050,000-371-220,STRATA,314,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,671000,671000,110000,110000,0,34100
024-815-586,1045019,024-815-586,STRATA,2,1411,GOVERNMENT ST,1411 GOVERNMENT ST,2023,Business,SCHOOL,574000,574000,271000,261000,10000,34101
000-740-098,1070008,000-740-098,STRATA,305,525,BROUGHTON ST,525 BROUGHTON ST,2023,Residential,SCHOOL,1224000,1224000,267000,267000,0,34102
024-703-061,1075052,024-703-061,STRATA,216,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,406000,406000,48200,48200,0,34103
018-872-077,1053115,018-872-077,STRATA,401,649,BAY ST,649 BAY ST,2023,Residential,SCHOOL,432000,432000,89200,89200,0,34104
000-371-025,1090028,000-371-025,STRATA,101,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,693000,693000,111000,111000,0,34105
1048008,1048008,005-705-291,LAND,,658,HERALD ST,658 HERALD ST,2023,Recreational,SCHOOL,164000,0,50900,0,214900,34106
000-371-343,1090062,000-371-343,STRATA,311,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,735000,735000,112000,112000,0,34107
000-371-246,1090052,000-371-246,STRATA,310,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,598000,598000,109000,109000,0,34108
000-371-271,1090055,000-371-271,STRATA,306,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,603000,603000,109000,109000,0,34109
000-371-335,1090061,000-371-335,STRATA,307,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,704000,704000,111000,111000,0,34110
024-204-226,1032008,024-204-226,STRATA,,625,COURTNEY ST,625 COURTNEY ST,2023,Business,SCHOOL,853000,853000,131000,121000,10000,34111
1033003,1033003,002-945-843,LAND,,801,GOVERNMENT ST,801 GOVERNMENT ST,2023,Business,SCHOOL,8626000,8626000,20024000,20014000,10000,34112
1034005,1034005,009-366-024,LAND,,907,GOVERNMENT ST,907 GOVERNMENT ST,2023,Business,SCHOOL,1045000,1045000,1003000,993000,10000,34113
1036004,1036004,001-408-003,LAND,,1005,BROAD ST,1005 BROAD ST,2023,Business,SCHOOL,3419000,3419000,4452000,4442000,10000,34114
1036001,1036001,000-183-920,LAND,,655,FORT ST,655 FORT ST,2023,Business,SCHOOL,2587000,2587000,3120000,3110000,10000,34115
1036003,1036003,001-042-092,LAND,,1000,DOUGLAS ST,1000 DOUGLAS ST,2023,Business,SCHOOL,3164000,3164000,4517000,4507000,10000,34116
1039012,1039012,015-073-050,LAND,,1150,DOUGLAS ST,1150 DOUGLAS ST,2023,Business,SCHOOL,53433000,53433000,73028000,73018000,10000,34117
024-704-369,1075114,024-704-369,STRATA,523,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,371000,371000,38800,38800,0,34118
024-704-377,1075115,024-704-377,STRATA,521,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,510000,510000,48500,48500,0,34119
024-704-407,1075118,024-704-407,STRATA,515,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,375000,375000,32300,32300,0,34120
024-704-393,1075117,024-704-393,STRATA,517,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,505000,505000,47500,47500,0,34121
024-704-385,1075116,024-704-385,STRATA,519,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,381000,381000,32300,32300,0,34122
1090011,1090011,003-488-098,LAND,,257,BELLEVILLE ST,257 BELLEVILLE ST,2023,Residential,SCHOOL,5620000,5620000,1688000,1688000,0,34123
000-370-959,1090021,000-370-959,STRATA,114,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,1,1,1,1,0,34124
000-370-932,1090019,000-370-932,STRATA,,245,BELLEVILLE ST,245 BELLEVILLE ST,2023,Residential,SCHOOL,1039000,1039000,162000,162000,0,34125
000-370-916,1090017,000-370-916,STRATA,,241,BELLEVILLE ST,241 BELLEVILLE ST,2023,Residential,SCHOOL,1039000,1039000,162000,162000,0,34126
000-371-076,1090033,000-371-076,STRATA,113,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,611000,611000,109000,109000,0,34127
000-371-084,1090034,000-371-084,STRATA,115,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,623000,623000,111000,111000,0,34128
000-371-122,1090038,000-371-122,STRATA,209,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,426000,426000,74200,74200,0,34129
000-371-114,1090037,000-371-114,STRATA,210,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,587000,587000,109000,109000,0,34130
000-371-131,1090039,000-371-131,STRATA,208,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,589000,589000,109000,109000,0,34131
000-176-109,1090045,000-176-109,STRATA,205,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,621000,621000,109000,109000,0,34132
1035005,1035005,009-366-130,LAND,,680,COURTNEY ST,680 COURTNEY ST,2023,Recreational,SCHOOL,2738000,0,726000,0,3464000,34133
1035001,1035001,004-482-875,LAND,,617,BROUGHTON ST,617 BROUGHTON ST,2023,Business,SCHOOL,11835000,11835000,4041000,4031000,10000,34134
1037007,1037007,006-308-694,LAND,,1001,GOVERNMENT ST,1001 GOVERNMENT ST,2023,Business,SCHOOL,1743000,1743000,2233000,2223000,10000,34135
1040001,1040001,001-175-343,LAND,,631,YATES ST,631 YATES ST,2023,Business,SCHOOL,5145000,5145000,5486000,5476000,10000,34136
1040009,1040009,013-895-281,LAND,,650,VIEW ST,650 VIEW ST,2023,Business,SCHOOL,2212000,2212000,4467000,4457000,10000,34137
1042006,1042006,001-668-277,LAND,,622,YATES ST,622 YATES ST,2023,Business,SCHOOL,625000,625000,307000,297000,10000,34138
1042014,1042014,000-227-111,LAND,,1323,GOVERNMENT ST,1323 GOVERNMENT ST,2023,Business,SCHOOL,1104000,1104000,621000,611000,10000,34139
1043001,1043001,009-369-325,LAND,,1315,BROAD ST,1315 BROAD ST,2023,Business,SCHOOL,2192000,2192000,2165000,2155000,10000,34140
1043007,1043007,001-484-796,LAND,,1300,DOUGLAS ST,1300 DOUGLAS ST,2023,Business,SCHOOL,1800000,1800000,911000,901000,10000,34141
1043008,1043008,001-484-699,LAND,,648,YATES ST,648 YATES ST,2023,Business,SCHOOL,2160000,2160000,704000,694000,10000,34142
1040008,1040008,013-895-257,LAND,,1200,DOUGLAS ST,1200 DOUGLAS ST,2023,Business,SCHOOL,1754000,1754000,3318000,3308000,10000,34143
1040003,1040003,009-369-481,LAND,,1280,DOUGLAS ST,1280 DOUGLAS ST,2023,Business,SCHOOL,1032000,1032000,2033000,2023000,10000,34144
1041001,1041001,000-268-151,LAND,,1241,GOVERNMENT ST,1241 GOVERNMENT ST,2023,Business,SCHOOL,4037000,4037000,208000,198000,10000,34145
1041007,1041007,009-365-702,LAND,,612,VIEW ST,612 VIEW ST,2023,Business,SCHOOL,3207000,3207000,8566000,8556000,10000,34146
1041003,1041003,000-978-850,LAND,,615,YATES ST,615 YATES ST,2023,Business,SCHOOL,4854000,4854000,4131000,4121000,10000,34147
1042003,1042003,004-599-748,LAND,,1314,BROAD ST,1314 BROAD ST,2023,Business,SCHOOL,3332000,3332000,2057000,2047000,10000,34148
1042015,1042015,015-058-999,LAND,,1301,GOVERNMENT ST,1301 GOVERNMENT ST,2023,Business,SCHOOL,1598000,1598000,2040000,2030000,10000,34149
000-755-206,1070016,000-755-206,STRATA,401,525,BROUGHTON ST,525 BROUGHTON ST,2023,Residential,SCHOOL,522000,522000,215000,215000,0,34150
024-703-249,1075068,024-703-249,STRATA,308,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,500000,500000,54700,54700,0,34151
000-371-092,1090035,000-371-092,STRATA,214,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,597000,597000,109000,109000,0,34152
1048013,1048013,000-421-782,LAND,,1802,DOUGLAS ST,1802 DOUGLAS ST,2023,Business,SCHOOL,4574000,4574000,18129000,18119000,10000,34153
023-648-741,1055016,023-648-741,STRATA,303,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,481000,481000,226000,226000,0,34154
023-648-732,1055015,023-648-732,STRATA,302,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,508000,508000,207000,207000,0,34155
1046010,1046010,005-239-427,LAND,,1672,DOUGLAS ST,1672 DOUGLAS ST,2023,Business,SCHOOL,4158000,4158000,77200,67200,10000,34156
000-740-209,1070018,000-740-209,STRATA,503,525,BROUGHTON ST,525 BROUGHTON ST,2023,Residential,SCHOOL,424000,424000,113000,113000,0,34157
023-648-724,1055014,023-648-724,STRATA,301,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,509000,509000,202000,202000,0,34158
024-703-851,1075080,024-703-851,STRATA,313,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,415000,415000,48200,48200,0,34159
1049002,1049002,001-392-824,LAND,,1900,DOUGLAS ST,1900 DOUGLAS ST,2023,Business,SCHOOL,3168000,0,80300,0,3248300,34160
000-740-233,1070020,000-740-233,STRATA,505,525,BROUGHTON ST,525 BROUGHTON ST,2023,Residential,SCHOOL,934000,934000,228000,228000,0,34161
1047007,1047007,009-375-732,LAND,,1720,DOUGLAS ST,1720 DOUGLAS ST,2023,Business,SCHOOL,4104000,4104000,149000,139000,10000,34162
023-648-911,1055033,023-648-911,STRATA,801,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,808000,808000,273000,273000,0,34163
024-703-931,1075088,024-703-931,STRATA,408,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,508000,508000,54700,54700,0,34164
1049004,1049004,003-847-268,LAND,,1901,GOVERNMENT ST,1901 GOVERNMENT ST,2023,Business,SCHOOL,1026000,1026000,197000,187000,10000,34165
000-371-106,1090036,000-371-106,STRATA,212,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,532000,532000,108000,108000,0,34166
000-041-921,1070022,000-041-921,STRATA,602,525,BROUGHTON ST,525 BROUGHTON ST,2023,Residential,SCHOOL,492000,492000,162000,162000,0,34167
1047019,1047019,006-387-993,LAND,,1701,GOVERNMENT ST,1701 GOVERNMENT ST,2023,Business,SCHOOL,2280000,2280000,33800,23800,10000,34168
023-648-899,1055031,023-648-899,STRATA,702,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,667000,667000,234000,234000,0,34169
024-703-907,1075085,024-703-907,STRATA,403,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,596000,596000,55100,55100,0,34170
1050013,1050013,000-966-037,LAND,,2018,DOUGLAS ST,2018 DOUGLAS ST,2023,Business,SCHOOL,6786000,6786000,105000,95000,10000,34171
000-371-203,1090048,000-371-203,STRATA,213,225,BELLEVILLE ST,225 BELLEVILLE ST,2023,Residential,SCHOOL,625000,625000,109000,109000,0,34172
000-847-577,1073043,000-847-577,STRATA,105,1234,WHARF ST,1234 WHARF ST,2023,Residential,SCHOOL,659000,659000,149000,149000,0,34173
1050006,1050006,009-392-343,LAND,,2000,DOUGLAS ST,2000 DOUGLAS ST,2023,Business,SCHOOL,1701000,1701000,537000,527000,10000,34174
023-648-872,1055029,023-648-872,STRATA,604,605,DOUGLAS ST,605 DOUGLAS ST,2023,Residential,SCHOOL,728000,728000,301000,301000,0,34175
024-703-877,1075082,024-703-877,STRATA,309,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,415000,415000,48200,48200,0,34176
024-704-288,1075106,024-704-288,STRATA,504,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,693000,693000,67300,67300,0,34177
024-704-342,1075112,024-704-342,STRATA,516,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,699000,699000,71700,71700,0,34178
024-704-334,1075111,024-704-334,STRATA,514,409,SWIFT ST,409 SWIFT ST,2023,Residential,SCHOOL,683000,683000,69600,69600,0,34179
000-847-976,1073082,000-847-976,STRATA,605,1234,WHARF ST,1234 WHARF ST,2023,Residential,SCHOOL,659000,659000,149000,149000,0,34180
000-847-992,1073085,000-847-992,STRATA,701,1234,WHARF ST,1234 WHARF ST,2023,Residential,SCHOOL,656000,656000,151000,151000,0,34181
